trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
01,item_01,Agent,李妍,张静,Kick,Kick,王刚,王刚,李妍踢了王刚.png,张静踢了王刚吗.wav,不李妍踢了王刚,张静踢了王刚吗
02,item_01,Agent,李妍,张静,Kick,Kick,王刚,王刚,李妍踢了王刚.png,张静踢了王刚吗.wav,不李妍踢了王刚,张静踢了王刚吗
03,item_01,Verb,李妍,李妍,Kick,Poke,王刚,王刚,李妍踢了王刚.png,李妍戳了王刚吗.wav,不李妍踢了王刚,李妍戳了王刚吗
04,item_01,Verb,李妍,李妍,Kick,Poke,王刚,王刚,李妍踢了王刚.png,李妍戳了王刚吗.wav,不李妍踢了王刚,李妍戳了王刚吗
05,item_01,Patient,李妍,李妍,Kick,Kick,王刚,李杰,李妍踢了王刚.png,李妍踢了李杰吗.wav,不李妍踢了王刚,李妍踢了李杰吗
06,item_01,Patient,李妍,李妍,Kick,Kick,王刚,李勇,李妍踢了王刚.png,李妍踢了李勇吗.wav,不李妍踢了王刚,李妍踢了李勇吗
07,item_01,Control,李妍,李妍,Kick,Kick,王刚,王刚,李妍踢了王刚.png,李妍踢了王刚吗.wav,是李妍踢了王刚,李妍踢了王刚吗
08,item_01,Control,李妍,李妍,Kick,Kick,王刚,王刚,李妍踢了王刚.png,李妍踢了王刚吗.wav,是李妍踢了王刚,李妍踢了王刚吗
09,item_02,Agent,张悦,李燕,Kiss,Kiss,王平,王平,张悦亲了王平.png,李燕亲了王平吗.wav,不张悦亲了王平,李燕亲了王平吗
10,item_02,Agent,张悦,王敏,Kiss,Kiss,王平,王平,张悦亲了王平.png,王敏亲了王平吗.wav,不张悦亲了王平,王敏亲了王平吗
11,item_02,Verb,张悦,张悦,Kiss,Kick,王平,王平,张悦亲了王平.png,张悦踢了王平吗.wav,不张悦亲了王平,张悦踢了王平吗
12,item_02,Verb,张悦,张悦,Kiss,Poke,王平,王平,张悦亲了王平.png,张悦戳了王平吗.wav,不张悦亲了王平,张悦戳了王平吗
13,item_02,Patient,张悦,张悦,Kiss,Kiss,王平,张伟,张悦亲了王平.png,张悦亲了张伟吗.wav,不张悦亲了王平,张悦亲了张伟吗
14,item_02,Patient,张悦,张悦,Kiss,Kiss,王平,李强,张悦亲了王平.png,张悦亲了李强吗.wav,不张悦亲了王平,张悦亲了李强吗
15,item_02,Control,张悦,张悦,Kiss,Kiss,王平,王平,张悦亲了王平.png,张悦亲了王平吗.wav,是张悦亲了王平,张悦亲了王平吗
16,item_02,Control,张悦,张悦,Kiss,Kiss,王平,王平,张悦亲了王平.png,张悦亲了王平吗.wav,是张悦亲了王平,张悦亲了王平吗
17,item_03,Agent,王杰,王伟,Push,Push,李丽,李丽,王杰推了李丽.png,王伟推了李丽吗.wav,不王杰推了李丽,王伟推了李丽吗
18,item_03,Agent,王杰,张伟,Push,Push,李丽,李丽,王杰推了李丽.png,张伟推了李丽吗.wav,不王杰推了李丽,张伟推了李丽吗
19,item_03,Verb,王杰,王杰,Push,Kick,李丽,李丽,王杰推了李丽.png,王杰踢了李丽吗.wav,不王杰推了李丽,王杰踢了李丽吗
20,item_03,Verb,王杰,王杰,Push,Pull,李丽,李丽,王杰推了李丽.png,王杰拉了李丽吗.wav,不王杰推了李丽,王杰拉了李丽吗
21,item_03,Patient,王杰,王杰,Push,Push,李丽,李敏,王杰推了李丽.png,王杰推了李敏吗.wav,不王杰推了李丽,王杰推了李敏吗
22,item_03,Patient,王杰,王杰,Push,Push,李丽,王静,王杰推了李丽.png,王杰推了王静吗.wav,不王杰推了李丽,王杰推了王静吗
23,item_03,Control,王杰,王杰,Push,Push,李丽,李丽,王杰推了李丽.png,王杰推了李丽吗.wav,是王杰推了李丽,王杰推了李丽吗
24,item_03,Control,王杰,王杰,Push,Push,李丽,李丽,王杰推了李丽.png,王杰推了李丽吗.wav,是王杰推了李丽,王杰推了李丽吗
25,item_04,Agent,刘芳,王敏,Pull,Pull,刘敏,刘敏,刘芳拉了刘敏.png,王敏拉了刘敏吗.wav,不刘芳拉了刘敏,王敏拉了刘敏吗
26,item_04,Agent,刘芳,李敏,Pull,Pull,刘敏,刘敏,刘芳拉了刘敏.png,李敏拉了刘敏吗.wav,不刘芳拉了刘敏,李敏拉了刘敏吗
27,item_04,Verb,刘芳,刘芳,Pull,Poke,刘敏,刘敏,刘芳拉了刘敏.png,刘芳戳了刘敏吗.wav,不刘芳拉了刘敏,刘芳戳了刘敏吗
28,item_04,Verb,刘芳,刘芳,Pull,Kiss,刘敏,刘敏,刘芳拉了刘敏.png,刘芳亲了刘敏吗.wav,不刘芳拉了刘敏,刘芳亲了刘敏吗
29,item_04,Patient,刘芳,刘芳,Pull,Pull,刘敏,李梅,刘芳拉了刘敏.png,刘芳拉了李梅吗.wav,不刘芳拉了刘敏,刘芳拉了李梅吗
30,item_04,Patient,刘芳,刘芳,Pull,Pull,刘敏,李娟,刘芳拉了刘敏.png,刘芳拉了李娟吗.wav,不刘芳拉了刘敏,刘芳拉了李娟吗
31,item_04,Control,刘芳,刘芳,Pull,Pull,刘敏,刘敏,刘芳拉了刘敏.png,刘芳拉了刘敏吗.wav,是刘芳拉了刘敏,刘芳拉了刘敏吗
32,item_04,Control,刘芳,刘芳,Pull,Pull,刘敏,刘敏,刘芳拉了刘敏.png,刘芳拉了刘敏吗.wav,是刘芳拉了刘敏,刘芳拉了刘敏吗
33,filler_01,Patient,张磊,张磊,Push,Push,王敏,李梅,张磊推了王敏.png,张磊推了李梅吗.wav,不张磊推了王敏,张磊推了李梅吗
34,filler_02,Agent,张丽,李娟,Pull,Pull,王丽,王丽,张丽拉了王丽.png,李娟拉了王丽吗.wav,不张丽拉了王丽,李娟拉了王丽吗
35,filler_03,Agent,李梅,张艳,Kiss,Kiss,张涛,张涛,李梅亲了张涛.png,张艳亲了张涛吗.wav,不李梅亲了张涛,张艳亲了张涛吗
36,filler_04,Patient,李敏,李敏,Kick,Kick,王涛,李军,李敏踢了王涛.png,李敏踢了李军吗.wav,不李敏踢了王涛,李敏踢了李军吗
37,filler_05,Patient,王勇,王勇,Push,Push,李娟,张静,王勇推了李娟.png,王勇推了张静吗.wav,不王勇推了李娟,王勇推了张静吗
38,filler_06,Verb,李娟,李娟,Poke,Kiss,王涛,王涛,李娟戳了王涛.png,李娟亲了王涛吗.wav,不李娟戳了王涛,李娟亲了王涛吗
39,filler_07,Agent,张静,张丽,Kiss,Kiss,张勇,张勇,张静亲了张勇.png,张丽亲了张勇吗.wav,不张静亲了张勇,张丽亲了张勇吗
40,filler_08,Patient,李霞,李霞,Kick,Kick,张涛,王勇,李霞踢了张涛.png,李霞踢了王勇吗.wav,不李霞踢了张涛,李霞踢了王勇吗
41,filler_09,Patient,王芳,王芳,Pull,Pull,李霞,张丽,王芳拉了李霞.png,王芳拉了张丽吗.wav,不王芳拉了李霞,王芳拉了张丽吗
42,filler_10,Patient,王芳,王芳,Pull,Pull,张艳,李敏,王芳拉了张艳.png,王芳拉了李敏吗.wav,不王芳拉了张艳,王芳拉了李敏吗
43,filler_11,Agent,王丽,李娜,Kick,Kick,王涛,王涛,王丽踢了王涛.png,李娜踢了王涛吗.wav,不王丽踢了王涛,李娜踢了王涛吗
44,filler_12,Agent,张丽,张艳,Poke,Poke,李娟,李娟,张丽戳了李娟.png,张艳戳了李娟吗.wav,不张丽戳了李娟,张艳戳了李娟吗
45,filler_13,Verb,张静,张静,Poke,Pull,李敏,李敏,张静戳了李敏.png,张静拉了李敏吗.wav,不张静戳了李敏,张静拉了李敏吗
46,filler_14,Verb,李燕,李燕,Pull,Poke,张丽,张丽,李燕拉了张丽.png,李燕戳了张丽吗.wav,不李燕拉了张丽,李燕戳了张丽吗
47,filler_15,Verb,张艳,张艳,Push,Pull,王敏,王敏,张艳推了王敏.png,张艳拉了王敏吗.wav,不张艳推了王敏,张艳拉了王敏吗
48,filler_16,Agent,张杰,王磊,Push,Push,张敏,张敏,张杰推了张敏.png,王磊推了张敏吗.wav,不张杰推了张敏,王磊推了张敏吗
49,filler_17,Agent,李敏,王敏,Pull,Pull,李霞,李霞,李敏拉了李霞.png,王敏拉了李霞吗.wav,不李敏拉了李霞,王敏拉了李霞吗
50,filler_18,Verb,张敏,张敏,Pull,Poke,王丽,王丽,张敏拉了王丽.png,张敏戳了王丽吗.wav,不张敏拉了王丽,张敏戳了王丽吗
51,filler_19,Verb,李梅,李梅,Poke,Pull,张丽,张丽,李梅戳了张丽.png,李梅拉了张丽吗.wav,不李梅戳了张丽,李梅拉了张丽吗
52,filler_20,Patient,王娟,王娟,Poke,Poke,王敏,王丽,王娟戳了王敏.png,王娟戳了王丽吗.wav,不王娟戳了王敏,王娟戳了王丽吗
53,filler_21,Agent,李娟,张丽,Pull,Pull,张敏,张敏,李娟拉了张敏.png,张丽拉了张敏吗.wav,不李娟拉了张敏,张丽拉了张敏吗
54,filler_22,Verb,张敏,张敏,Poke,Kick,王军,王军,张敏戳了王军.png,张敏踢了王军吗.wav,不张敏戳了王军,张敏踢了王军吗
55,filler_23,Patient,李梅,李梅,Kick,Kick,张涛,李杰,李梅踢了张涛.png,李梅踢了李杰吗.wav,不李梅踢了张涛,李梅踢了李杰吗
56,filler_24,Patient,李娟,李娟,Kiss,Kiss,李强,李伟,李娟亲了李强.png,李娟亲了李伟吗.wav,不李娟亲了李强,李娟亲了李伟吗
57,filler_25,Agent,李娜,张艳,Kick,Kick,张涛,张涛,李娜踢了张涛.png,张艳踢了张涛吗.wav,不李娜踢了张涛,张艳踢了张涛吗
58,filler_26,Verb,王丽,王丽,Push,Kick,刘杰,刘杰,王丽推了刘杰.png,王丽踢了刘杰吗.wav,不王丽推了刘杰,王丽踢了刘杰吗
59,filler_27,Verb,张艳,张艳,Poke,Kick,张强,张强,张艳戳了张强.png,张艳踢了张强吗.wav,不张艳戳了张强,张艳踢了张强吗
