trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
01,item_01,Agent,Kimmy,Chloe,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsChloeKickingTommy.wav,no Kimmy is kicking Tommy,is Chloe kicking Tommy
02,item_01,Agent,Kimmy,Carlie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsCarlieKickingTommy.wav,no Kimmy is kicking Tommy,is Carlie kicking Tommy
03,item_01,Verb,Kimmy,Kimmy,Kick,Poke,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyPokingTommy.wav,no Kimmy is kicking Tommy,is Kimmy poking Tommy
04,item_01,Verb,Kimmy,Kimmy,Kick,Lift,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyLiftingTommy.wav,no Kimmy is kicking Tommy,is Kimmy lifting Tommy
05,item_01,Patient,Kimmy,Kimmy,Kick,Kick,Tommy,Freddy,KimmyIsKickingTommy.png,IsKimmyKickingFreddy.wav,no Kimmy is kicking Tommy,is Kimmy kicking Freddy
06,item_01,Patient,Kimmy,Kimmy,Kick,Kick,Tommy,Davey,KimmyIsKickingTommy.png,IsKimmyKickingDavey.wav,no Kimmy is kicking Tommy,is Kimmy kicking Davey
07,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
08,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
09,item_02,Agent,Bonnie,Hailey,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsHaileyKissingBenny.wav,no Bonnie is kissing Benny,is Hailey kissing Benny
10,item_02,Agent,Bonnie,Sally,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsSallyKissingBenny.wav,no Bonnie is kissing Benny,is Sally kissing Benny
11,item_02,Verb,Bonnie,Bonnie,Kiss,Poke,Benny,Benny,BonnieIsKissingBenny.png,IsBonniePokingBenny.wav,no Bonnie is kissing Benny,is Bonnie poking Benny
12,item_02,Verb,Bonnie,Bonnie,Kiss,Lift,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieLiftingBenny.wav,no Bonnie is kissing Benny,is Bonnie lifting Benny
13,item_02,Patient,Bonnie,Bonnie,Kiss,Kiss,Benny,Freddy,BonnieIsKissingBenny.png,IsBonnieKissingFreddy.wav,no Bonnie is kissing Benny,is Bonnie kissing Freddy
14,item_02,Patient,Bonnie,Bonnie,Kiss,Kiss,Benny,Ronnie,BonnieIsKissingBenny.png,IsBonnieKissingRonnie.wav,no Bonnie is kissing Benny,is Bonnie kissing Ronnie
15,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieKissingBenny.wav,yes Bonnie is kissing Benny,is Bonnie kissing Benny
16,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieKissingBenny.wav,yes Bonnie is kissing Benny,is Bonnie kissing Benny
17,item_03,Agent,Joey,Timmy,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsTimmyPushingKerry.wav,no Joey is pushing Kerry,is Timmy pushing Kerry
18,item_03,Agent,Joey,Wally,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsWallyPushingKerry.wav,no Joey is pushing Kerry,is Wally pushing Kerry
19,item_03,Verb,Joey,Joey,Push,Lift,Kerry,Kerry,JoeyIsPushingKerry.png,IsJoeyLiftingKerry.wav,no Joey is pushing Kerry,is Joey lifting Kerry
20,item_03,Verb,Joey,Joey,Push,Kick,Kerry,Kerry,JoeyIsPushingKerry.png,IsJoeyKickingKerry.wav,no Joey is pushing Kerry,is Joey kicking Kerry
21,item_03,Patient,Joey,Joey,Push,Push,Kerry,Hailey,JoeyIsPushingKerry.png,IsJoeyPushingHailey.wav,no Joey is pushing Kerry,is Joey pushing Hailey
22,item_03,Patient,Joey,Joey,Push,Push,Kerry,Laurie,JoeyIsPushingKerry.png,IsJoeyPushingLaurie.wav,no Joey is pushing Kerry,is Joey pushing Laurie
23,item_03,Control,Joey,Joey,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsJoeyPushingKerry.wav,yes Joey is pushing Kerry,is Joey pushing Kerry
