trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
01,item_01,Agent,Kimmy,Chloe,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsChloeKickingTommy.wav,no Kimmy is kicking Tommy,is Chloe kicking Tommy
02,item_01,Agent,Kimmy,Carlie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsCarlieKickingTommy.wav,no Kimmy is kicking Tommy,is Carlie kicking Tommy
03,item_01,Agent,Kimmy,Mindy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsMindyKickingTommy.wav,no Kimmy is kicking Tommy,is Mindy kicking Tommy
04,item_01,Agent,Kimmy,Kylie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKylieKickingTommy.wav,no Kimmy is kicking Tommy,is Kylie kicking Tommy
05,item_01,Agent,Kimmy,Brandy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsBrandyKickingTommy.wav,no Kimmy is kicking Tommy,is Brandy kicking Tommy
06,item_01,Agent,Kimmy,Franny,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsFrannyKickingTommy.wav,no Kimmy is kicking Tommy,is Franny kicking Tommy
07,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
08,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
09,item_02,Agent,Bonnie,Hailey,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsHaileyKissingBenny.wav,no Bonnie is kissing Benny,is Hailey kissing Benny
10,item_02,Agent,Bonnie,Sally,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsSallyKissingBenny.wav,no Bonnie is kissing Benny,is Sally kissing Benny
11,item_02,Agent,Bonnie,Penny,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsPennyKissingBenny.wav,no Bonnie is kissing Benny,is Penny kissing Benny
12,item_02,Agent,Bonnie,Jilly,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsJillyKissingBenny.wav,no Bonnie is kissing Benny,is Jilly kissing Benny
13,item_02,Agent,Bonnie,Sally,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsSallyKissingBenny.wav,no Bonnie is kissing Benny,is Sally kissing Benny
14,item_02,Agent,Bonnie,Carrie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsCarrieKissingBenny.wav,no Bonnie is kissing Benny,is Carrie kissing Benny
15,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieKissingBenny.wav,yes Bonnie is kissing Benny,is Bonnie kissing Benny
16,item_02,Control,Bonnie,Bonnie,Kiss,Kiss,Benny,Benny,BonnieIsKissingBenny.png,IsBonnieKissingBenny.wav,yes Bonnie is kissing Benny,is Bonnie kissing Benny
17,item_03,Agent,Joey,Timmy,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsTimmyPushingKerry.wav,no Joey is pushing Kerry,is Timmy pushing Kerry
18,item_03,Agent,Joey,Wally,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsWallyPushingKerry.wav,no Joey is pushing Kerry,is Wally pushing Kerry
19,item_03,Agent,Joey,Ollie,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsOlliePushingKerry.wav,no Joey is pushing Kerry,is Ollie pushing Kerry
20,item_03,Agent,Joey,Jerry,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsJerryPushingKerry.wav,no Joey is pushing Kerry,is Jerry pushing Kerry
21,item_03,Agent,Joey,Freddy,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsFreddyPushingKerry.wav,no Joey is pushing Kerry,is Freddy pushing Kerry
22,item_03,Agent,Joey,Kenny,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsKennyPushingKerry.wav,no Joey is pushing Kerry,is Kenny pushing Kerry
23,item_03,Control,Joey,Joey,Push,Push,Kerry,Kerry,JoeyIsPushingKerry.png,IsJoeyPushingKerry.wav,yes Joey is pushing Kerry,is Joey pushing Kerry
