trial_id,filler_or_item_id,location_condition,agent_in_picture,agent_in_question,verb_in_picture,verb_in_question,patient_in_picture,patient_in_question,picture_file,question_file,answer_script,question_script
01,item_01,Agent,Kimmy,Chloe,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsChloeKickingTommy.wav,no Kimmy is kicking Tommy,is Chloe kicking Tommy
02,item_01,Agent,Kimmy,Carlie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsCarlieKickingTommy.wav,no Kimmy is kicking Tommy,is Carlie kicking Tommy
03,item_01,Agent,Kimmy,Mindy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsMindyKickingTommy.wav,no Kimmy is kicking Tommy,is Mindy kicking Tommy
04,item_01,Agent,Kimmy,Kylie,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKylieKickingTommy.wav,no Kimmy is kicking Tommy,is Kylie kicking Tommy
05,item_01,Agent,Kimmy,Brandy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsBrandyKickingTommy.wav,no Kimmy is kicking Tommy,is Brandy kicking Tommy
06,item_01,Agent,Kimmy,Franny,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsFrannyKickingTommy.wav,no Kimmy is kicking Tommy,is Franny kicking Tommy
07,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
08,item_01,Control,Kimmy,Kimmy,Kick,Kick,Tommy,Tommy,KimmyIsKickingTommy.png,IsKimmyKickingTommy.wav,yes Kimmy is kicking Tommy,is Kimmy kicking Tommy
09,filler_01,Agent,Annie,Cindy,Pull,Pull,Betty,Betty,AnnieIsPullingBetty.png,IsCindyPullingBetty.wav,no Annie is pulling Betty,is Cindy pulling Betty
10,filler_02,Agent,Ronnie,Henry,Lift,Lift,Ollie,Ollie,RonnieIsLiftingOllie.png,IsHenryLiftingOllie.wav,no Ronnie is lifting Ollie,is Henry lifting Ollie
11,filler_03,Agent,Percy,Teddy,Push,Push,Molly,Molly,PercyIsPushingMolly.png,IsTeddyPushingMolly.wav,no Percy is pushing Molly,is Teddy pushing Molly
12,filler_04,Agent,Tracy,Brandy,Kiss,Kiss,Johnny,Johnny,TracyIsKissingJohnny.png,IsBrandyKissingJohnny.wav,no Tracy is kissing Johnny,is Brandy kissing Johnny
13,filler_05,Agent,Sally,Betty,Kick,Kick,Harvey,Harvey,SallyIsKickingHarvey.png,IsBettyKickingHarvey.wav,no Sally is kicking Harvey,is Betty kicking Harvey
14,filler_06,Agent,Ollie,Henry,Lift,Lift,Ronnie,Ronnie,OllieIsLiftingRonnie.png,IsHenryLiftingRonnie.wav,no Ollie is lifting Ronnie,is Henry lifting Ronnie
15,filler_07,Agent,Kylie,Cindy,Pull,Pull,Lilly,Lilly,KylieIsPullingLilly.png,IsCindyPullingLilly.wav,no Kylie is pulling Lilly,is Cindy pulling Lilly
16,filler_08,Agent,Hailey,Mindy,Kiss,Kiss,Danny,Danny,HaileyIsKissingDanny.png,IsMindyKissingDanny.wav,no Hailey is kissing Danny,is Mindy kissing Danny
17,filler_09,Agent,Mandy,Nancy,Kiss,Kiss,Ollie,Ollie,MandyIsKissingOllie.png,IsNancyKissingOllie.wav,no Mandy is kissing Ollie,is Nancy kissing Ollie
18,filler_10,Agent,Jenny,Molly,Kick,Kick,Percy,Percy,JennyIsKickingPercy.png,IsMollyKickingPercy.wav,no Jenny is kicking Percy,is Molly kicking Percy
19,filler_11,Agent,Danny,Ronnie,Push,Push,Brandy,Brandy,DannyIsPushingBrandy.png,IsRonniePushingBrandy.wav,no Danny is pushing Brandy,is Ronnie pushing Brandy
20,filler_12,Agent,Chloe,Tracy,Pull,Pull,Cindy,Cindy,ChloeIsPullingCindy.png,IsTracyPullingCindy.wav,no Chloe is pulling Cindy,is Tracy pulling Cindy
21,filler_13,Agent,Danny,Harvey,Push,Push,Sally,Sally,DannyIsPushingSally.png,IsHarveyPushingSally.wav,no Danny is pushing Sally,is Harvey pushing Sally
22,filler_14,Agent,Nancy,Chloe,Kick,Kick,Gary,Gary,NancyIsKickingGary.png,IsChloeKickingGary.wav,no Nancy is kicking Gary,is Chloe kicking Gary
23,filler_15,Agent,Lilly,Laurie,Poke,Poke,Carlie,Carlie,LillyIsPokingCarlie.png,IsLauriePokingCarlie.wav,no Lilly is poking Carlie,is Laurie poking Carlie
