,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
865,1,A2196WCNDZULFS,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A2196WCNDZULFS_prosody_study_exp4_01_12_2020_trial_01.wav
794,1,A1KFNSMZBQRK1H,no Kimmy is kicking Tommy,no Kimi is kicking time,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A1KFNSMZBQRK1H_prosody_study_exp4_01_11_2020_trial_01.wav
564,1,A1YGF0LJJGB30G,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A1YGF0LJJGB30G_prosody_study_exp4_01_12_2020_trial_01.wav
425,1,A2R0YYUAWNT7UD,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A2R0YYUAWNT7UD_prosody_study_exp4_01_12_2020_trial_01.wav
402,1,A3UN1F1EOHKKE6,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A3UN1F1EOHKKE6_prosody_study_exp4_01_12_2020_trial_01.wav
61,1,A2GV9WSNSPX53,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A2GV9WSNSPX53_prosody_study_exp4_01_12_2020_trial_01.wav
715,1,A383WPMTMRQEA0,no Kimmy is kicking Tommy,no Kami ass-kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A383WPMTMRQEA0_prosody_study_exp4_01_12_2020_trial_01.wav
137,1,A3OV174HQJIJK8,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A3OV174HQJIJK8_prosody_study_exp4_01_12_2020_trial_01.wav
70,1,A2FCQ5K0T1PYHS,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A2FCQ5K0T1PYHS_prosody_study_exp4_01_12_2020_trial_01.wav
480,1,A2S5GPVIUV8RJI,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp4/responses_to_analyze/A2S5GPVIUV8RJI_prosody_study_exp4_01_12_2020_trial_01.wav
