,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
25,1,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_01.wav
31,2,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_02.wav
28,3,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_03.wav
21,4,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_04.wav
20,5,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_05.wav
15,6,debugajWZM,不 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_06.wav
18,7,debugajWZM,对 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_07.wav
12,8,debugajWZM,对 李 妍 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_08.wav
9,9,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_09.wav
22,10,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_10.wav
19,11,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_11.wav
16,12,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_12.wav
17,13,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_13.wav
24,14,debugajWZM,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_14.wav
26,15,debugajWZM,对 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_15.wav
30,16,debugajWZM,对 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_16.wav
29,17,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_17.wav
5,18,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_18.wav
6,19,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_19.wav
11,20,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_20.wav
10,21,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_21.wav
13,22,debugajWZM,不 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_22.wav
14,23,debugajWZM,对 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_23.wav
4,24,debugajWZM,对 王 杰 推 了 李 丽,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_24.wav
7,25,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_25.wav
2,26,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_26.wav
0,27,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_27.wav
23,28,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_28.wav
27,29,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_29.wav
3,30,debugajWZM,不 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_30.wav
8,31,debugajWZM,对 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_31.wav
1,32,debugajWZM,对 刘 芳 拉 了 刘 敏,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp13/responses_to_analyze/debugajWZM_prosody_study_exp13_04_15_2020_trial_32.wav
