,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
495,1,A26L0OBAWF7EHQ,no Kimmy is kicking Tommy,no Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A26L0OBAWF7EHQ_prosody_study_exp12_03_28_2020_trial_01.wav
81,1,A36GTTPW17HUL1,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A36GTTPW17HUL1_prosody_study_exp12_03_28_2020_trial_01.wav
810,1,APORXBJ0D4CMZ,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/APORXBJ0D4CMZ_prosody_study_exp12_03_29_2020_trial_01.wav
623,1,AKR9067Q09RZS,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AKR9067Q09RZS_prosody_study_exp12_03_29_2020_trial_01.wav
731,1,A2QNVAMUHLUVMU,no Kimmy is kicking Tommy,Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2QNVAMUHLUVMU_prosody_study_exp12_03_28_2020_trial_01.wav
684,1,ANCDBBNNGEQBO,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/ANCDBBNNGEQBO_prosody_study_exp12_03_29_2020_trial_01.wav
134,1,A1969Q0R4Y0E3J,no Kimmy is kicking Tommy,yes Kimmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A1969Q0R4Y0E3J_prosody_study_exp12_03_29_2020_trial_01.wav
358,1,A3CUCMYK88L67N,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A3CUCMYK88L67N_prosody_study_exp12_03_28_2020_trial_01.wav
873,1,AL8KOIH1DJ7D9,no Kimmy is kicking Tommy,yes Henry is lifting Ronnie,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AL8KOIH1DJ7D9_prosody_study_exp12_03_28_2020_trial_01.wav
87,1,AU9LWTQSNY73,no Kimmy is kicking Tommy,yes Kimmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/AU9LWTQSNY73_prosody_study_exp12_03_29_2020_trial_01.wav
882,1,A2N9U74YIPDQ9F,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2N9U74YIPDQ9F_prosody_study_exp12_03_28_2020_trial_01.wav
194,1,A37GOGQDYDT44K,no Kimmy is kicking Tommy,no Kimi is kicking on me,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A37GOGQDYDT44K_prosody_study_exp12_03_28_2020_trial_01.wav
422,1,A37AWU2VH1ZIXX,no Kimmy is kicking Tommy,no Kimi is picking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A37AWU2VH1ZIXX_prosody_study_exp12_03_29_2020_trial_01.wav
44,1,A2FL477TMKC91L,no Kimmy is kicking Tommy,no Jimmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2FL477TMKC91L_prosody_study_exp12_03_29_2020_trial_01.wav
515,1,A2WY6HLF2YLSOF,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp12/responses_to_analyze/A2WY6HLF2YLSOF_prosody_study_exp12_03_28_2020_trial_01.wav
