,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
882,1,A2YTQDLACTLIB,no Molly is kicking Joey,no Molly,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2YTQDLACTLIBA_prosody_study_exp9_03_5_2020_trial_01.wav
586,1,A2OVMMDZQ524I,no Molly is kicking Joey,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2OVMMDZQ524IL_prosody_study_exp9_03_4_2020_trial_01.wav
877,1,A24FOS6SBJ5YJ,no Molly is kicking Joey,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A24FOS6SBJ5YJU_prosody_study_exp9_03_5_2020_trial_01.wav
53,1,A2BK45LZGGWPL,no Molly is kicking Joey,no mollies kicking Joey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2BK45LZGGWPLX_prosody_study_exp9_03_3_2020_trial_01.wav
861,1,A3CH8O5PB3UKD,no Molly is kicking Joey,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A3CH8O5PB3UKD7_prosody_study_exp9_03_4_2020_trial_01.wav
883,1,A2Z70GL7HTFFQ,no Molly is kicking Joey,no mollies kicking Joy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2Z70GL7HTFFQR_prosody_study_exp9_03_3_2020_trial_01.wav
419,1,A13WTEQ06V3B6,no Molly is kicking Joey,no Molly is getting Joey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A13WTEQ06V3B6D_prosody_study_exp9_03_4_2020_trial_01.wav
221,1,AQLPS070VCJ5,no Molly is kicking Joey,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/AQLPS070VCJ5K_prosody_study_exp9_03_3_2020_trial_01.wav
596,1,A2WUMRRE9070N,no Molly is kicking Joey,no Molly is taking Joey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2WUMRRE9070N8_prosody_study_exp9_03_5_2020_trial_01.wav
434,1,A1WVNDH62P2UN,no Molly is kicking Joey,no mollies kicking Joey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A1WVNDH62P2UNZ_prosody_study_exp9_03_4_2020_trial_01.wav
413,1,A3AZJGI9D7C0P,no Molly is kicking Joey,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A3AZJGI9D7C0PD_prosody_study_exp9_03_4_2020_trial_01.wav
702,1,A10Q4U3BRHXXP,no Molly is kicking Joey,well Molly is kicking Joey,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A10Q4U3BRHXXPP_prosody_study_exp9_03_3_2020_trial_01.wav
335,1,A2RCYLKY072XX,no Molly is kicking Joey,I know Molly is kicking jelly,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp9/responses_to_analyze/A2RCYLKY072XXO_prosody_study_exp9_03_3_2020_trial_01.wav
